ID,Titel/Metadata,Ruwe_Cuneiform,Machine_Transliteratie
107628,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P107628.jpg,"{'id': 107628, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P107628.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P107628_l.jpg', 'bboxes': [[199.0, 197.0], [488.0, 502....",Geen transliteratie
129581,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P129581.jpg,"{'id': 129581, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P129581.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P129581_l.jpg', 'bboxes': [[221.0, 206.0], [679.0, 653....",Geen transliteratie
291315,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P291315.jpg,"{'id': 291315, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P291315.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P291315_l.jpg', 'bboxes': [[478.0, 281.0], [989.0, 774....",Geen transliteratie
142245,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P142245.jpg,"{'id': 142245, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P142245.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P142245_l.jpg', 'bboxes': [[492.0, 291.0], [1000.0, 810...",Geen transliteratie
290942,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P290942.jpg,"{'id': 290942, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P290942.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P290942_l.jpg', 'bboxes': [[484.0, 284.0], [1007.0, 777...",Geen transliteratie
250870,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P250870.jpg,"{'id': 250870, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P250870.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P250870_l.jpg', 'bboxes': [[216.0, 219.0], [514.0, 489....",Geen transliteratie
136136,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P136136.jpg,"{'id': 136136, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P136136.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P136136_l.jpg', 'bboxes': [[296.0, 190.0], [535.0, 454....",Geen transliteratie
122552,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P122552.jpg,"{'id': 122552, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P122552.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P122552_l.jpg', 'bboxes': [[222.0, 231.0], [607.0, 679....",Geen transliteratie
100658,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P100658.jpg,"{'id': 100658, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P100658.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P100658_l.jpg', 'bboxes': [[282.0, 304.0], [845.0, 807....",Geen transliteratie
115992,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P115992.jpg,"{'id': 115992, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P115992.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P115992_l.jpg', 'bboxes': [[265.0, 239.0], [720.0, 815....",Geen transliteratie
124967,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P124967.jpg,"{'id': 124967, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P124967.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P124967_l.jpg', 'bboxes': [[271.0, 261.0], [655.0, 707....",Geen transliteratie
106169,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P106169.jpg,"{'id': 106169, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P106169.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P106169_l.jpg', 'bboxes': [[476.0, 271.0], [817.0, 670....",Geen transliteratie
359328,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P359328.jpg,"{'id': 359328, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P359328.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P359328_l.jpg', 'bboxes': [[223.0, 225.0], [788.0, 792....",Geen transliteratie
123910,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P123910.jpg,"{'id': 123910, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P123910.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P123910_l.jpg', 'bboxes': [[210.0, 184.0], [511.0, 508....",Geen transliteratie
101123,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P101123.jpg,"{'id': 101123, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P101123.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P101123_l.jpg', 'bboxes': [[201.0, 184.0], [502.0, 524....",Geen transliteratie
407427,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P407427.jpg,"{'id': 407427, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P407427.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P407427_l.jpg', 'bboxes': [[201.0, 197.0], [623.0, 686....",Geen transliteratie
405575,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P405575.jpg,"{'id': 405575, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P405575.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P405575_l.jpg', 'bboxes': [[204.0, 213.0], [506.0, 549....",Geen transliteratie
120856,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P120856.jpg,"{'id': 120856, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P120856.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P120856_l.jpg', 'bboxes': [[187.0, 195.0], [617.0, 601....",Geen transliteratie
108093,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P108093.jpg,"{'id': 108093, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P108093.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P108093_l.jpg', 'bboxes': [[331.0, 320.0], [749.0, 772....",Geen transliteratie
406490,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P406490.jpg,"{'id': 406490, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P406490.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P406490_l.jpg', 'bboxes': [[207.0, 209.0], [557.0, 646....",Geen transliteratie
134976,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P134976.jpg,"{'id': 134976, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P134976.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P134976_l.jpg', 'bboxes': [[252.0, 250.0], [551.0, 569....",Geen transliteratie
135711,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P135711.jpg,"{'id': 135711, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P135711.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P135711_l.jpg', 'bboxes': [[161.0, 46.0], [449.0, 507.0...",Geen transliteratie
113510,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P113510.jpg,"{'id': 113510, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P113510.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P113510_l.jpg', 'bboxes': [[147.0, 142.0], [397.0, 481....",Geen transliteratie
113546,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P113546.jpg,"{'id': 113546, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P113546.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P113546_l.jpg', 'bboxes': [[171.0, 159.0], [517.0, 539....",Geen transliteratie
20588,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P20588.jpg,"{'id': 20588, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P20588.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P20588_l.jpg', 'bboxes': [[176.0, 171.0], [573.0, 559.0]]...",Geen transliteratie
130922,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P130922.jpg,"{'id': 130922, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P130922.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P130922_l.jpg', 'bboxes': [[139.0, 144.0], [391.0, 648....",Geen transliteratie
212352,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P212352.jpg,"{'id': 212352, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P212352.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P212352_l.jpg', 'bboxes': [[228.0, 179.0], [597.0, 603....",Geen transliteratie
394851,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P394851.jpg,"{'id': 394851, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P394851.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P394851_l.jpg', 'bboxes': [[226.0, 45.0], [761.0, 393.0...",Geen transliteratie
109166,https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P109166.jpg,"{'id': 109166, 'img_url': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_photo/P109166.jpg', 'lineart': 'https://cdli.mpiwg-berlin.mpg.de/dl/tn_lineart/P109166_l.jpg', 'bboxes': [[222.0, 250.0], [589.0, 709....",Geen transliteratie
